,Unnamed: 0,id,name,category,proteins,p_value,fdr_rate
0,1122,GO:0098655,Cation transmembrane transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000025408', '10090.ENSMUSP00000027396', '10090.ENSMUSP00000031822', '10090.ENSMUSP00000097882', '10090.ENSMUSP00000110729']",0.0031808939895235336,0.04896955906164573
1,2204,GO:0001819,Positive regulation of cytokine production,Biological Process (Gene Ontology),"['10090.ENSMUSP00000018644', '10090.ENSMUSP00000021262', '10090.ENSMUSP00000023593', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000025791', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000028286', '10090.ENSMUSP00000035829', '10090.ENSMUSP00000036203', '10090.ENSMUSP00000048573', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000070958', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000086592', '10090.ENSMUSP00000101684', '10090.ENSMUSP00000119465']",0.0031736222498826255,0.04888875065625434
2,6067,GO:0002027,Regulation of heart rate,Biological Process (Gene Ontology),"['10090.ENSMUSP00000017841', '10090.ENSMUSP00000040847', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000070200', '10090.ENSMUSP00000086592', '10090.ENSMUSP00000140890']",0.0031486490676060764,0.04853497956890234
3,10250,GO:0051957,Positive regulation of amino acid transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000063548', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000101060', '10090.ENSMUSP00000107890']",0.0031355784795830946,0.04836434706542655
4,14028,GO:0035198,miRNA binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000042207', '10090.ENSMUSP00000066633', '10090.ENSMUSP00000081312', '10090.ENSMUSP00000095498']",0.0031355784795830946,0.04836434706542655
5,3079,MMU-389661,Glyoxylate metabolism and glycine degradation,Reactome Pathways,"['10090.ENSMUSP00000022858', '10090.ENSMUSP00000027491', '10090.ENSMUSP00000035230', '10090.ENSMUSP00000043821']",0.0031355784795830946,0.04836434706542655
6,11998,GO:0009262,Deoxyribonucleotide metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000017841', '10090.ENSMUSP00000025696', '10090.ENSMUSP00000030583', '10090.ENSMUSP00000047665']",0.0031355784795830946,0.04836434706542655
7,2880,GO:0033561,Regulation of water loss via skin,Biological Process (Gene Ontology),"['10090.ENSMUSP00000000329', '10090.ENSMUSP00000021268', '10090.ENSMUSP00000035250', '10090.ENSMUSP00000062037']",0.0031355784795830946,0.04836434706542655
8,5212,GO:0072523,Purine-containing compound catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000002084', '10090.ENSMUSP00000017841', '10090.ENSMUSP00000034547', '10090.ENSMUSP00000061851', '10090.ENSMUSP00000074827']",0.003131615774983186,0.04836434706542655
9,4349,GO:0043292,Contractile fiber,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000006626', '10090.ENSMUSP00000021554', '10090.ENSMUSP00000034453', '10090.ENSMUSP00000048218', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000066068', '10090.ENSMUSP00000067708', '10090.ENSMUSP00000068479', '10090.ENSMUSP00000070445', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000084846', '10090.ENSMUSP00000087736']",0.003127279501840014,0.04836434706542655
